Parameter,Mean,Median,StdDev,SEM,Bin 0,Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15
Ch 1 Period,235.3625,235.75,0.9373333185158857,0.23433332962897144,234.0,234.10000000000002,236.20000000000002,236.0,236.20000000000002,235.8,235.8,234.0,233.8,235.0,236.4,236.5,235.70000000000002,235.60000000000002,234.5,236.20000000000002
Ch 1 Peak Amp,10323.592327117374,10080.297785547835,729.5390932274513,182.38477330686283,9873.320512820563,10301.278554778597,9756.335664335704,9524.712820512865,11165.742035742089,9804.596153846203,9846.59149184154,10810.46060606065,12370.002331002375,10270.06235431241,9890.53321678326,9778.086247086296,10678.627039627085,11154.418414918466,10273.016317016369,9679.69347319351
Ch 1 Peak Rel Amp,0.4306455549338966,0.42299236239274246,0.037631922390830595,0.009407980597707649,0.4192848556057865,0.43817103871136065,0.39839292841672513,0.3883292721337856,0.4497167721710136,0.4062476865182429,0.4078265277289329,0.4730113738646333,0.540418246063974,0.42669986917969843,0.4047719197125115,0.4002615612790465,0.4389604858227061,0.4687778613403706,0.43315932504628735,0.396299155347271
Ch 1 Peak Width,110.53672195199545,112.29939689948871,6.070467394748701,1.5176168486871753,114.12846079792071,117.31549278313153,112.27918104773647,108.80114876962305,96.71017692303782,112.79008408957327,112.31961275124095,117.70232099352384,108.59788180837825,115.57269041609254,113.21335343938934,112.0096687820257,98.61800900033136,102.2641954475038,115.53170157610808,110.73357260631042
Ch 1 Peak Max,34331.198380439106,34156.11975524485,639.5691353097859,159.89228382744648,33421.32226107236,33810.998834498925,34245.56468531478,34052.1268065269,35994.128982129085,33939.12412587422,33990.65967365977,33665.007459207554,35259.685314685405,34338.64801864811,34325.363636363734,34207.327505827605,35005.70745920756,34949.09673659684,33989.50058275068,34104.912004662096
Ch 1 Peak Min,24007.606053321728,24139.298076923125,560.1097428754806,140.02743571887015,23548.001748251798,23509.720279720328,24489.229020979074,24527.41398601404,24828.386946386996,24134.52797202802,24144.06818181823,22854.546853146905,22889.68298368303,24068.585664335704,24434.830419580474,24429.24125874131,24327.080419580474,23794.678321678373,23716.484265734314,24425.218531468585
Ch 1 Peak Offset,-12.233157578131662,-12.275352670987703,0.6223691855464206,0.15559229638660516,-11.038653782145841,-12.272765634735805,-12.141362443057776,-12.987075344291364,-10.939768848383856,-12.070990237637162,-12.2779397072396,-11.73185470287114,-11.884382574653308,-12.60053573506756,-12.693324084715952,-12.467661709019985,-13.128466576499168,-13.047123991412542,-11.869221292996867,-12.579394585378678
