x_bin_position,x_bin
0.5,3.76512742
1.5,11.03535461
2.5,9.278450966
3.5,13.05383587
4.5,12.98209858
5.5,23.02247429
6.5,20.50489044
7.5,17.68925285
8.5,26.93881607
9.5,29.01322365
10.5,37.29182816
11.5,36.25080109
12.5,31.53751564
13.5,44.47280502
14.5,46.54932404
15.5,57.70211029
16.5,50.108181
17.5,54.32524872
18.5,51.91955185
19.5,70.16197205
20.5,65.55912018
21.5,68.19732666
22.5,65.58504486
23.5,78.89460754
24.5,81.45764923
25.5,77.92008972
26.5,114.1888123
27.5,100.4504318
28.5,85.71495056
29.5,111.3959885
30.5,101.3012161
31.5,104.7455444
32.5,100.9398193
33.5,108.7955246
34.5,139.5110168
35.5,108.6074753
36.5,128.0108032
37.5,136.7636719
38.5,119.4787216
39.5,155.4642029
40.5,157.8142853
41.5,165.8864288
42.5,149.4757843
43.5,191.8892822
44.5,160.4923859
45.5,179.7697601
46.5,164.7750702
47.5,197.0345459
48.5,166.2400818
49.5,166.0769348
50.5,171.9125519
51.5,167.3754578
52.5,216.4946442
53.5,180.5542908
54.5,223.4605865
55.5,192.6721191
56.5,200.8965454
57.5,218.0452271
58.5,209.031601
59.5,212.7516937
60.5,232.9556274
61.5,210.2541962
62.5,222.7369385
63.5,226.7628632
64.5,234.9897766
65.5,259.4020996
66.5,218.8226624
67.5,244.7405701
68.5,214.3148041
69.5,238.9575348
70.5,202.3969269
71.5,228.6674957
72.5,228.4812622
73.5,235.4347839
74.5,250.9322357
75.5,247.970459
76.5,241.8389282
77.5,257.8478394
78.5,275.9943848
79.5,273.1324463
80.5,229.6411133
81.5,243.4070892
82.5,248.0772095
83.5,292.4190369
84.5,279.6054382
85.5,235.4375916
86.5,241.4994659
87.5,256.5721741
88.5,233.684845
89.5,267.9787903
90.5,242.809906
91.5,261.1844788
92.5,244.9830933
93.5,263.4962769
94.5,283.327179
95.5,262.4454346
96.5,242.5005188
97.5,241.0765839
98.5,223.2046967
99.5,257.4913635
