x_bin_position,x_bin
0.5,4.999479294
1.5,8.38441658
2.5,8.335580826
3.5,12.47329521
4.5,20.09283829
5.5,13.12808514
6.5,17.08259773
7.5,16.09474373
8.5,19.28369522
9.5,31.71161842
10.5,23.89899826
11.5,29.73629189
12.5,32.25944901
13.5,39.85017776
14.5,37.93005371
15.5,32.90395737
16.5,55.36886215
17.5,46.86880493
18.5,50.10669327
19.5,52.0116806
20.5,57.51990891
21.5,56.76580048
22.5,59.97237015
23.5,62.12420654
24.5,70.57390594
25.5,89.40193939
26.5,81.64273071
27.5,92.13661194
28.5,73.68557739
29.5,82.13656616
30.5,84.63540649
31.5,88.32419586
32.5,107.4021301
33.5,100.043869
34.5,94.13999176
35.5,107.7748947
36.5,105.8327789
37.5,119.4526901
38.5,113.2534866
39.5,120.8179932
40.5,113.0912552
41.5,120.013649
42.5,116.5390701
43.5,121.0366669
44.5,139.0058899
45.5,125.8043671
46.5,156.4843292
47.5,140.6999817
48.5,159.6321106
49.5,164.4936829
50.5,172.6557922
51.5,162.4969025
52.5,147.2585144
53.5,148.7554016
54.5,173.3201599
55.5,173.6797028
56.5,176.128006
57.5,171.0310059
58.5,176.2144165
59.5,179.9010925
60.5,168.6266022
61.5,169.1953888
62.5,189.6636963
63.5,192.7378845
64.5,183.7388
65.5,198.1425323
66.5,182.0912323
67.5,187.8872223
68.5,199.0156555
69.5,184.3630371
70.5,194.7152863
71.5,194.5858917
72.5,183.3147278
73.5,205.196228
74.5,191.0563202
75.5,204.7835541
76.5,193.2866364
77.5,186.1287689
78.5,189.234436
79.5,200.6874084
80.5,176.1569366
81.5,182.943924
82.5,194.4183197
83.5,203.9155121
84.5,194.3581848
85.5,198.7030945
86.5,215.9694519
87.5,215.6299286
88.5,197.7531128
89.5,214.9090424
90.5,201.5585022
91.5,187.5845795
92.5,193.0294342
93.5,209.2485809
94.5,209.380188
95.5,173.8195953
96.5,189.2220459
97.5,167.7806854
98.5,202.3545837
99.5,197.0606842
