x_bin_position,x_bin
0.5,2.801368475
1.5,1.840589404
2.5,5.408704758
3.5,6.514632702
4.5,3.518530607
5.5,5.565631866
6.5,5.420592308
7.5,7.373022079
8.5,8.315090179
9.5,8.234217644
10.5,9.20681572
11.5,7.456348419
12.5,15.72535324
13.5,14.84500313
14.5,7.367330074
15.5,16.61086082
16.5,13.80315781
17.5,15.65868664
18.5,21.99463654
19.5,20.97998428
20.5,20.06140518
21.5,23.8012886
22.5,18.24498177
23.5,18.24162292
24.5,25.40745926
25.5,23.68199539
26.5,26.34563637
27.5,23.59711647
28.5,27.98835373
29.5,25.35189247
30.5,24.47962189
31.5,30.51390266
32.5,28.86114502
33.5,31.58469009
34.5,38.53599167
35.5,22.4763813
36.5,36.7013588
37.5,27.77261543
38.5,38.28252792
39.5,34.69274521
40.5,48.01973343
41.5,43.6178627
42.5,46.99760818
43.5,46.16801453
44.5,36.29266739
45.5,42.4393158
46.5,41.39732742
47.5,46.65457916
48.5,43.02468109
49.5,49.91817093
50.5,43.00218964
51.5,62.20044327
52.5,47.26977539
53.5,60.8721962
54.5,51.33158493
55.5,59.9901886
56.5,56.46317291
57.5,52.71432495
58.5,58.83356476
59.5,47.43357849
60.5,54.95560837
61.5,62.7319603
62.5,59.20020676
63.5,69.44779205
64.5,65.08476257
65.5,54.68917847
66.5,79.23635864
67.5,57.0414772
68.5,62.83154678
69.5,74.59394836
70.5,67.76683044
71.5,51.66799164
72.5,73.39505005
73.5,58.81646347
74.5,80.62602234
75.5,64.63198853
76.5,65.23400879
77.5,66.70042419
78.5,83.13511658
79.5,79.1401825
80.5,77.3083725
81.5,89.63665009
82.5,74.52268982
83.5,80.22758484
84.5,87.36950684
85.5,86.58120728
86.5,89.540802
87.5,87.91918945
88.5,86.95500946
89.5,83.23747253
90.5,69.4312973
91.5,75.77926636
92.5,96.88891602
93.5,80.31217194
94.5,96.44316101
95.5,88.20256805
96.5,101.0305481
97.5,80.32156372
98.5,77.19516754
99.5,96.31224823
