x_bin_position,x_bin
0.5,0
1.5,0.9245969653
2.5,2.641676903
3.5,0.9224117994
4.5,2.730539799
5.5,0.9126748443
6.5,4.441877365
7.5,2.746127844
8.5,4.529963493
9.5,6.335201263
10.5,6.349713802
11.5,2.628359318
12.5,9.042801857
13.5,11.75516224
14.5,7.172044277
15.5,8.159202576
16.5,10.78475285
17.5,8.966568947
18.5,11.65865898
19.5,13.15624332
20.5,10.72456264
21.5,14.26867008
22.5,11.41759014
23.5,14.09541798
24.5,16.72606468
25.5,13.96659851
26.5,15.7682209
27.5,16.18877983
28.5,20.14373779
29.5,17.52709961
30.5,19.90969086
31.5,25.16187286
32.5,25.0488224
33.5,30.23543358
34.5,22.4238472
35.5,13.68728733
36.5,24.84698868
37.5,20.50044441
38.5,26.64630127
39.5,33.98677826
40.5,14.45404053
41.5,32.0712204
42.5,32.97683334
43.5,36.46888351
44.5,23.08914948
45.5,26.86491203
46.5,30.82332802
47.5,23.32200241
48.5,28.25596619
49.5,28.35245132
50.5,42.44026947
51.5,30.58631134
52.5,29.73550797
53.5,41.79438019
54.5,31.70615768
55.5,39.33963013
56.5,30.05320549
57.5,39.91392517
58.5,41.3806572
59.5,50.89217377
60.5,35.56673431
61.5,33.93166351
62.5,35.37928391
63.5,39.28792572
64.5,38.28007126
65.5,47.59695053
66.5,42.95896912
67.5,44.06642151
68.5,43.69084549
69.5,48.01856613
70.5,61.23979187
71.5,54.72677612
72.5,47.05775452
73.5,55.2358017
74.5,41.22327042
75.5,63.64530182
76.5,58.53534317
77.5,55.43878937
78.5,50.87718582
79.5,57.57567596
80.5,42.53889465
81.5,48.61454773
82.5,38.78688812
83.5,47.00443268
84.5,55.96768188
85.5,52.03862381
86.5,44.51189804
87.5,61.42045975
88.5,50.20316315
89.5,54.46916199
90.5,64.48477936
91.5,52.01676941
92.5,61.93156815
93.5,51.52762985
94.5,48.42656708
95.5,67.37180328
96.5,60.42977524
97.5,56.10316467
98.5,40.08528519
99.5,50.85243988
100.5,62.00206375
101.5,67.42404175
102.5,71.1269455
103.5,60.15459061
104.5,56.50410843
105.5,55.3900032
106.5,63.19092941
107.5,61.94329071
108.5,71.31433868
109.5,61.86730957
110.5,73.74812317
111.5,59.42475891
112.5,66.81544495
113.5,68.78959656
114.5,67.86673737
115.5,71.12628174
116.5,71.50634766
117.5,71.84241486
118.5,60.47595596
119.5,66.94252014
120.5,68.58187866
121.5,77.39932251
122.5,71.68076324
