x_bin_position,x_bin
0.5,3.758796215
1.5,5.626160622
2.5,14.95032883
3.5,37.12562943
4.5,31.41487503
5.5,32.48368454
6.5,37.94891739
7.5,50.72522736
8.5,51.44706345
9.5,57.83516312
10.5,74.8792038
11.5,70.15213013
12.5,81.81803894
13.5,91.41647339
14.5,121.3513107
15.5,117.6732178
16.5,127.9006348
17.5,147.7341003
18.5,156.3162842
19.5,139.6315765
20.5,149.5730438
21.5,169.9724274
22.5,165.5365753
23.5,191.5173187
24.5,209.5266113
25.5,203.1053009
26.5,213.2828522
27.5,200.0136871
28.5,207.4547272
29.5,252.6673737
30.5,239.0409088
31.5,233.306839
32.5,286.4212952
33.5,256.8887634
34.5,272.7131348
35.5,298.884491
36.5,263.371582
37.5,313.3713989
38.5,301.0111084
39.5,288.1741943
40.5,295.5462952
41.5,312.3786316
42.5,322.0684509
43.5,323.5784607
44.5,328.3367004
45.5,307.8292236
46.5,334.2846985
47.5,324.2723694
48.5,355.265564
49.5,328.0689697
50.5,311.0577393
51.5,332.8823547
52.5,350.91745
53.5,355.7094421
54.5,359.3447571
55.5,343.3910828
56.5,364.5542297
57.5,398.7754517
58.5,382.878479
59.5,379.9155884
60.5,371.4701233
61.5,381.6709595
62.5,368.2926331
63.5,391.5149841
64.5,372.2461243
65.5,354.108429
66.5,380.5569153
67.5,424.2077942
68.5,369.6721497
69.5,395.9055176
70.5,372.4410706
71.5,375.3687134
72.5,389.5527039
73.5,373.4391785
74.5,393.8689575
75.5,406.8497925
76.5,392.1609497
77.5,378.7354736
78.5,401.7296143
79.5,378.164032
80.5,368.0312195
81.5,383.6012268
82.5,396.5247498
83.5,405.9789734
84.5,394.5057373
85.5,377.8110352
86.5,386.1228333
87.5,388.1091614
88.5,411.5631104
89.5,380.6256714
90.5,368.8562927
91.5,370.7271423
92.5,387.9728394
93.5,371.3503418
94.5,393.5792236
95.5,374.2904968
96.5,376.53479
97.5,359.5280762
98.5,359.0259705
99.5,373.6841736
100.5,379.9931641
101.5,374.9968262
102.5,358.196991
103.5,359.8936462
104.5,362.7855835
105.5,359.7438965
106.5,369.4073181
107.5,371.2220154
108.5,391.7802124
109.5,373.0832214
110.5,325.2971802
111.5,355.4751892
112.5,344.5293884
113.5,349.4300842
114.5,335.0378418
115.5,334.8933716
116.5,364.70755
117.5,319.6032104
118.5,304.1604004
119.5,331.103302
120.5,337.3321838
121.5,317.0992432
122.5,331.5838013
123.5,332.0568237
124.5,341.4484558
125.5,323.6141663
126.5,310.9821472
127.5,309.1586609
128.5,315.8878479
129.5,321.2632446
130.5,323.9419861
131.5,311.9499512
132.5,291.6625366
133.5,298.0110168
134.5,300.0064392
135.5,298.8454895
136.5,281.7924805
137.5,319.0502014
138.5,283.0070496
139.5,297.2780762
140.5,288.3447876
141.5,290.737793
142.5,286.3313904
143.5,293.7953491
144.5,267.2568359
145.5,233.907608
146.5,263.2578125
147.5,267.1878662
148.5,306.1649475
149.5,257.7419128
150.5,257.7080078
151.5,259.5315857
152.5,247.9753418
153.5,250.9970703
154.5,252.1608429
155.5,232.4121094
156.5,239.2473907
157.5,243.3899231
158.5,232.7172089
159.5,253.4745636
160.5,235.5741425
161.5,245.231369
162.5,225.0892792
163.5,224.8774567
164.5,232.9294586
165.5,218.3540649
166.5,218.1772156
167.5,212.6013184
168.5,232.0154572
169.5,212.3499756
170.5,222.7376862
171.5,202.7949829
172.5,226.2662354
173.5,213.0222168
174.5,210.7350769
175.5,206.5096893
176.5,191.1481323
177.5,199.8911743
178.5,189.4164276
179.5,189.6991272
180.5,191.6163788
181.5,188.6230621
182.5,186.6393585
183.5,204.0499573
184.5,183.9584961
185.5,181.7620392
186.5,179.1752319
187.5,180.0702362
188.5,159.0705261
189.5,191.7714386
190.5,179.4258423
191.5,168.8996582
192.5,170.3104553
193.5,178.7737885
194.5,175.4102936
195.5,169.2300415
196.5,157.1353607
197.5,181.7600555
198.5,164.5336151
199.5,160.5439148
200.5,170.393692
201.5,152.9671021
202.5,162.6181793
203.5,155.5239105
204.5,154.729126
205.5,143.9220276
206.5,136.6081696
207.5,161.8216095
208.5,142.6530914
209.5,145.0953369
210.5,144.9754791
211.5,145.3416901
212.5,139.0126953
213.5,128.4382935
214.5,146.5897064
215.5,118.4474564
216.5,126.6239319
217.5,139.8412476
218.5,134.6054077
219.5,118.7207947
220.5,127.5715027
221.5,125.6992111
222.5,121.4500809
223.5,128.0433807
224.5,121.6600342
225.5,125.0822296
226.5,110.7633743
227.5,114.8923416
228.5,104.982811
229.5,107.5432281
230.5,112.0355911
231.5,108.1633987
232.5,109.4266205
233.5,100.5667496
234.5,103.0855789
235.5,106.5434265
236.5,106.8763199
237.5,106.4824905
238.5,101.3177795
239.5,103.5285034
240.5,100.6108551
241.5,98.5275116
242.5,101.8681717
243.5,99.18955994
244.5,95.97944641
245.5,92.06711578
246.5,97.87945557
247.5,94.85407257
248.5,89.50889587
249.5,88.42921448
250.5,90.81517792
251.5,89.92503357
252.5,78.68341827
253.5,86.96994781
254.5,87.76868439
255.5,85.01406097
