x_bin_position,x_bin
0.5,8.134925842
1.5,20.61780739
2.5,16.1297245
3.5,22.64270401
4.5,17.9034462
5.5,24.69878387
6.5,31.78270531
7.5,36.03904724
8.5,50.07813263
9.5,46.97043991
10.5,53.37908936
11.5,37.79596329
12.5,48.97916031
13.5,76.96905518
14.5,48.51055908
15.5,83.108284
16.5,75.73618317
17.5,88.61190796
18.5,102.8421936
19.5,108.2917557
20.5,100.58815
21.5,143.528183
22.5,123.8262787
23.5,123.4534531
24.5,143.6652374
25.5,143.6563721
26.5,134.959137
27.5,159.7597809
28.5,161.7369537
29.5,161.0721588
30.5,174.7150726
31.5,174.4053955
32.5,172.917099
33.5,173.7038574
34.5,198.5991211
35.5,201.3173523
36.5,205.5336609
37.5,218.1672058
38.5,230.5548248
39.5,198.2240143
40.5,228.7704926
41.5,245.3662415
42.5,235.1929016
43.5,245.3681335
44.5,241.654129
45.5,238.2242584
46.5,241.6485138
47.5,263.0341187
48.5,256.4022217
49.5,279.6867065
50.5,273.6556702
51.5,283.7089233
52.5,283.3226013
53.5,265.0469666
54.5,284.9736023
55.5,307.9058533
56.5,314.6609192
57.5,299.0976257
58.5,343.6811218
59.5,326.5903015
60.5,331.5740356
61.5,345.3872986
62.5,317.9455872
63.5,313.4204102
64.5,304.7988892
65.5,328.1182251
66.5,356.8739624
67.5,342.6400452
68.5,336.6239319
69.5,353.3907471
70.5,346.7810669
71.5,347.1785889
72.5,328.3918457
73.5,355.1430359
74.5,348.1698914
75.5,360.1546326
76.5,348.0467834
77.5,337.0801086
78.5,332.3088684
79.5,348.4647522
80.5,364.4072571
81.5,368.1368713
82.5,377.2738647
83.5,368.4458923
84.5,351.8490295
85.5,363.6806641
86.5,367.9129333
87.5,348.7099609
88.5,395.4874573
89.5,371.3642883
90.5,387.9730225
91.5,358.519928
92.5,364.2956238
93.5,383.920929
94.5,346.0210571
95.5,390.9649963
96.5,379.9716797
97.5,345.3591309
98.5,355.3981018
99.5,366.1052246
100.5,331.4211121
101.5,322.7583618
102.5,358.955719
103.5,337.5895081
104.5,372.0003967
105.5,353.8809814
106.5,347.2929688
107.5,341.3577881
108.5,349.4031067
109.5,335.9251709
