x_bin_position,x_bin
0.5,1.756012559
1.5,2.60986948
2.5,7.511621475
3.5,5.19313097
4.5,11.19970131
5.5,6.920783043
6.5,5.622989178
7.5,6.689356327
8.5,8.903564453
9.5,5.595066547
10.5,7.686601639
11.5,11.09330559
12.5,13.66085625
13.5,11.98709011
14.5,11.080369
15.5,10.3203516
16.5,4.959270954
17.5,10.03102493
18.5,17.73161125
19.5,27.83276939
20.5,17.52050018
21.5,20.98931694
22.5,19.24925041
23.5,15.92551422
24.5,30.0737896
25.5,18.42572975
26.5,21.51162338
27.5,19.85507965
28.5,29.2489624
29.5,28.16086388
30.5,30.48656464
31.5,32.18286896
32.5,31.84664726
33.5,29.52635765
34.5,38.89833832
35.5,31.73484039
36.5,35.82563782
37.5,32.97700119
38.5,34.73790741
39.5,40.37078476
40.5,38.66087341
41.5,46.29174805
42.5,30.4804306
43.5,42.05552292
44.5,43.6652832
45.5,35.75599289
46.5,48.57781601
47.5,50.90371704
48.5,40.88819885
49.5,48.66599655
50.5,48.66141129
51.5,51.30541992
52.5,47.86605453
53.5,61.38172531
54.5,55.27364349
55.5,53.54271317
56.5,55.09202576
57.5,49.90192795
58.5,57.97720337
59.5,58.67942047
60.5,52.03844833
61.5,76.81903076
62.5,63.58868408
63.5,71.65895081
64.5,58.53371429
65.5,59.80090714
66.5,70.78316498
67.5,68.50097656
68.5,56.416996
69.5,66.1240387
70.5,52.75554657
71.5,75.64435577
72.5,73.04121399
73.5,66.6481781
74.5,64.30712128
75.5,70.25757599
76.5,57.96698761
77.5,79.04649353
78.5,74.78547668
79.5,68.81639862
80.5,67.24884796
81.5,89.82870483
82.5,85.75918579
83.5,74.54710388
84.5,75.67114258
85.5,92.94924927
86.5,73.06946564
87.5,70.77559662
88.5,72.16617584
89.5,95.96054077
90.5,80.39150238
91.5,81.77967834
92.5,92.43131256
93.5,69.50019836
94.5,83.11239624
95.5,86.57858276
96.5,76.35109711
97.5,84.90050507
98.5,79.06989288
99.5,81.94306946
100.5,82.50339508
101.5,90.71840668
102.5,89.12854767
103.5,80.35758972
104.5,81.98625946
105.5,81.3183136
106.5,82.16170502
107.5,85.06676483
108.5,80.07667542
109.5,90.71411896
110.5,100.4084702
111.5,89.90174866
112.5,71.22983551
113.5,75.72512054
114.5,89.36214447
115.5,88.00585938
116.5,87.91986084
117.5,105.0528564
118.5,77.53014374
119.5,89.63362885
120.5,99.44112396
121.5,84.68361664
122.5,106.6202469
123.5,71.66978455
124.5,100.3627396
125.5,105.4142609
126.5,89.3791275
127.5,94.47171021
128.5,97.02559662
129.5,81.71531677
130.5,73.79243469
131.5,77.25701141
132.5,100.3481674
133.5,94.06351471
134.5,82.67861176
135.5,96.42695618
136.5,86.81122589
137.5,90.88324738
138.5,84.00527954
139.5,79.59196472
140.5,84.25914001
141.5,83.86560822
142.5,77.78379059
143.5,100.5990448
144.5,95.814888
145.5,82.80834961
146.5,91.63640594
147.5,78.60283661
148.5,90.38642883
149.5,83.20414734
150.5,85.34962463
151.5,76.94264984
152.5,87.3468399
153.5,101.0493469
154.5,96.16696167
155.5,98.53759003
156.5,73.63871765
157.5,75.05007172
158.5,90.27623749
159.5,80.48287964
160.5,77.10713959
161.5,75.47490692
162.5,72.99507904
163.5,82.54454041
164.5,84.43965912
165.5,91.95648193
166.5,73.96567535
167.5,72.99235535
168.5,69.73448944
169.5,69.03753662
170.5,68.67098236
171.5,72.22108459
172.5,73.43755341
173.5,75.81525421
174.5,84.23169708
175.5,84.41378021
176.5,69.06015015
177.5,68.67297363
178.5,77.04421997
179.5,69.43283081
180.5,85.7975769
181.5,73.33092499
182.5,67.77773285
183.5,85.45426178
184.5,64.70982361
185.5,77.4220047
186.5,79.58171082
187.5,70.86473846
188.5,65.13806915
189.5,71.29481506
190.5,81.93164825
191.5,68.4146347
192.5,74.17501831
193.5,66.361763
194.5,70.12346649
195.5,75.11114502
196.5,62.30350494
197.5,59.63708115
198.5,65.72703552
199.5,57.21878815
200.5,68.91098022
201.5,68.45774841
202.5,69.64329529
203.5,74.3400116
204.5,51.63723373
205.5,59.98212051
206.5,59.19955063
207.5,56.79134369
208.5,71.157547
209.5,63.54743576
210.5,56.31451035
211.5,57.47751236
212.5,72.001297
213.5,58.93378448
214.5,64.60266876
215.5,60.01762009
216.5,53.3018074
217.5,56.34164429
218.5,53.18610382
219.5,58.15487671
220.5,56.59807968
221.5,56.79289627
222.5,53.03881073
223.5,64.07095337
224.5,60.57645416
225.5,57.88299179
226.5,41.36014938
227.5,52.01221085
228.5,47.55047989
229.5,57.21509552
230.5,46.92445755
231.5,50.61722946
232.5,58.13102722
233.5,49.26969528
234.5,49.47785187
235.5,47.47750092
236.5,57.87719345
237.5,53.11969757
238.5,55.69273758
239.5,48.21936417
240.5,51.84179688
241.5,51.44459152
242.5,49.41645813
243.5,49.37851334
244.5,50.77933121
245.5,46.6074295
246.5,42.45765305
247.5,45.8450737
248.5,48.15042877
249.5,50.29789352
250.5,40.01452255
251.5,42.28525925
252.5,48.77165985
253.5,47.96957779
254.5,38.0141716
255.5,34.50153732
256.5,51.87158585
257.5,36.3807373
258.5,44.09946442
259.5,42.72410965
260.5,42.25964737
261.5,37.48131561
262.5,40.08314133
263.5,39.89034653
264.5,42.38678741
265.5,41.78438568
266.5,39.04463577
267.5,32.37917328
268.5,40.57838058
269.5,39.01706314
270.5,33.55379486
271.5,33.88409424
272.5,34.93218231
273.5,36.40819931
274.5,34.73916626
