x_bin_position,x_bin
0.5,0
1.5,1.657835722
2.5,3.037892818
3.5,0
4.5,0.7945486903
5.5,3.943319559
6.5,3.318734407
7.5,3.267947912
8.5,1.628196359
9.5,2.42668438
10.5,1.607649326
11.5,2.386786222
12.5,2.400201321
13.5,1.613657594
14.5,3.001782417
15.5,4.748064518
16.5,1.95688343
17.5,5.598492146
18.5,8.861491203
19.5,4.875632286
20.5,3.221213579
21.5,6.261018753
22.5,3.180177212
23.5,7.134822369
24.5,8.642602921
25.5,6.175890923
26.5,5.52943325
27.5,9.291620255
28.5,4.697974682
29.5,4.49048233
30.5,4.658109665
31.5,8.948722839
32.5,10.15112972
33.5,8.428311348
34.5,10.79282188
35.5,5.343842983
36.5,12.31808472
37.5,13.18257618
38.5,11.57189369
39.5,14.17812347
40.5,8.970801353
41.5,13.38619709
42.5,14.74950027
43.5,10.68964577
44.5,9.012155533
45.5,11.36199379
46.5,19.79000664
47.5,8.974980354
48.5,15.64054871
49.5,15.08838463
50.5,7.457797527
51.5,9.416489601
52.5,14.21499538
53.5,15.66859722
54.5,15.44944
55.5,17.14253426
56.5,21.32172203
57.5,17.31010437
58.5,16.26823616
59.5,20.38021088
60.5,21.10168648
61.5,18.21126556
62.5,22.86442757
63.5,17.37955475
64.5,20.91839027
65.5,21.70974159
66.5,20.59970284
67.5,15.72843838
68.5,19.17912865
69.5,19.81521606
70.5,21.77383423
71.5,19.75574493
72.5,16.21734047
73.5,19.72599792
74.5,24.55490875
75.5,15.94387913
76.5,29.18055153
77.5,23.39844322
78.5,19.46007919
79.5,23.48055077
80.5,21.61180496
81.5,23.13274765
82.5,23.99661636
83.5,22.04283905
84.5,17.06779289
85.5,22.30024338
86.5,21.66843987
87.5,22.93325996
88.5,27.53777504
89.5,22.81064415
90.5,25.9700489
91.5,23.4356842
92.5,24.14271545
93.5,21.61800766
94.5,27.06948471
95.5,23.78688622
96.5,26.98270226
97.5,24.09255409
98.5,22.92948532
99.5,31.14544678
100.5,33.87708282
101.5,24.26303673
102.5,27.78157043
103.5,33.11782455
