RunID,Junge,n,mua,mus,DomainX,DomainY,DomainZ,SourceX,SourceY,SourceZ,TotalSignal,MeanBinWeight,MedianBinWeight,StdBinWeight,MinBinWeight,MaxBinWeight,PeakPosition,WeightedMeanPosition,WeightedMedianPosition,WeightedStdPosition,WeightedSkewness,WeightedKurtosis
run_000127,3.4,1.1,0.0035,0.02,100,30,60,1,15,50,31029.30746,310.2930746,377.6540985,139.6866909,8.457737923,469.445343,78.5,61.88321991,63.5,23.79542329,-0.3029538907,2.134852011
run_000128,3.4,1.1,0.0035,0.02,100,30,65,1,15,50,16028.4903,160.284903,181.9357147,81.72316946,4.25257206,272.466095,80.5,64.12138349,66.5,23.48572647,-0.4067225231,2.241547471
run_000129,3.4,1.1,0.0035,0.02,100,30,70,1,15,50,9530.240066,95.30240066,102.2216873,51.2093194,2.706298113,170.3093262,95.5,65.04078656,68.5,23.42685835,-0.4593749188,2.294972232
run_000130,3.4,1.1,0.0035,0.02,100,30,75,1,15,50,6065.453987,60.65453987,62.55656815,34.82826632,1.691334605,128.0005646,95.5,66.10553404,69.5,23.14497355,-0.5030324745,2.355587029
run_000131,3.4,1.1,0.0035,0.02,100,30,80,1,15,50,4178.013502,41.78013502,41.97176361,24.23926655,0.819930315,92.19747925,96.5,65.98827595,69.5,23.28975279,-0.5327121073,2.40994844
run_000132,3.4,1.1,0.0035,0.02,100,30,85,1,15,50,3111.194737,31.11194737,32.11138916,17.86349529,1.530204296,59.36949921,88.5,65.87813608,69.5,23.34054771,-0.5592417641,2.452026459
run_000133,3.4,1.1,0.0035,0.02,100,30,90,1,15,50,2356.755522,23.56755522,24.37687588,13.98586546,0,47.94109726,87.5,66.23347004,69.5,22.95685587,-0.5520780613,2.466175879
run_000134,3.4,1.1,0.0035,0.02,100,30,95,1,15,50,1775.651016,17.75651016,17.89043808,10.8563188,0.52368927,36.91133499,91.5,66.75259192,70.5,23.3421233,-0.6134045269,2.571219537
run_000135,3.4,1.1,0.0035,0.02,100,30,100,1,15,50,1366.460503,13.66460503,13.93626451,8.808401925,0.7948884368,34.80469894,91.5,67.41701798,71.5,23.24562834,-0.5754253039,2.440511404
run_000136,3.4,1.1,0.004,0.02,100,30,60,1,15,50,30273.925,302.73925,357.2639771,133.8702225,9.428483009,462.4170227,84.5,61.6563628,63.5,23.94738762,-0.3060771505,2.13512374
run_000137,3.4,1.1,0.004,0.02,100,30,65,1,15,50,15343.04142,153.4304142,174.9472198,76.36679721,3.73218298,248.9824371,87.5,63.6166848,66.5,23.48611195,-0.3978777701,2.230024905
run_000138,3.4,1.1,0.004,0.02,100,30,70,1,15,50,9253.03287,92.5303287,103.9161949,48.79169862,1.698539734,168.7339325,72.5,64.60927603,67.5,23.3292764,-0.4500155548,2.304229604
run_000139,3.4,1.1,0.004,0.02,100,30,75,1,15,50,5839.441891,58.39441891,64.11211205,31.97588523,0.9008651376,115.2775192,92.5,65.17070041,68.5,23.34233011,-0.4894639065,2.350896591
run_000140,3.4,1.1,0.004,0.02,100,30,80,1,15,50,4083.275919,40.83275919,42.58062935,23.75474463,1.500811338,86.46547699,97.5,66.04625239,69.5,23.38336441,-0.5482452382,2.436819516
run_000141,3.4,1.1,0.004,0.02,100,30,85,1,15,50,2971.289088,29.71289088,29.87097549,17.24863746,0.8614986539,63.74717712,91.5,66.03413698,70.5,23.61398833,-0.5683198589,2.445050991
run_000142,3.4,1.1,0.004,0.02,100,30,90,1,15,50,2166.792588,21.66792588,20.82001305,13.69456938,0,50.3728714,83.5,67.32168908,71.5,23.01681417,-0.6404297306,2.598566352
run_000143,3.4,1.1,0.004,0.02,100,30,95,1,15,50,1696.651944,16.96651944,16.84615421,10.16272222,0,41.73013687,80.5,65.92612356,70.5,23.92909789,-0.5776568776,2.3785732
run_000144,3.4,1.1,0.004,0.02,100,30,100,1,15,50,1327.824365,13.27824365,13.01115179,7.893439237,0.8089595437,29.92820358,96.5,65.9171805,69.5,24.05108948,-0.5737715992,2.450599964
run_000145,3.4,1.1,0.0045,0.02,100,30,60,1,15,50,29359.92879,293.5992879,357.6377411,129.5776687,8.41178894,433.612793,72.5,61.58258391,63.5,23.89910332,-0.3092265929,2.149264791
run_000146,3.4,1.1,0.0045,0.02,100,30,65,1,15,50,14835.97252,148.3597252,172.0396805,72.57007317,3.459376335,234.0894165,83.5,63.34556167,65.5,23.56730156,-0.3887175733,2.221050391
run_000147,3.4,1.1,0.0045,0.02,100,30,70,1,15,50,8984.339442,89.84339442,102.1023102,46.77408744,2.631213188,178.9450378,97.5,64.36336208,67.5,23.43939579,-0.4366336618,2.289026762
run_000148,3.4,1.1,0.0045,0.02,100,30,75,1,15,50,5645.449253,56.45449253,63.95828056,29.79493275,3.275498867,99.35274506,89.5,64.59333144,67.5,23.37339152,-0.463414733,2.336342833
run_000149,3.4,1.1,0.0045,0.02,100,30,80,1,15,50,3890.712834,38.90712834,41.37165833,22.12715606,0.8639281392,78.19927216,99.5,65.6626279,68.5,23.30686383,-0.5031764851,2.393752528
run_000150,3.4,1.1,0.0045,0.02,100,30,85,1,15,50,2796.653209,27.96653209,30.78736877,15.82406708,0.8446978927,58.15511703,98.5,65.64528337,69.5,23.51289205,-0.532579339,2.398391551
run_000151,3.4,1.1,0.0045,0.02,100,30,90,1,15,50,2108.859012,21.08859012,20.88202858,12.47262999,0.7698122859,44.38165283,99.5,65.9958133,70.5,23.54923009,-0.5588247769,2.407400777
run_000152,3.4,1.1,0.0045,0.02,100,30,95,1,15,50,1630.439016,16.30439016,15.7975421,10.3865577,0.7848918438,40.40238571,84.5,67.24295125,71.5,23.36692823,-0.6235552765,2.541731795
run_000153,3.4,1.1,0.0045,0.02,100,30,100,1,15,50,1221.036049,12.21036049,11.66265821,7.12767839,0.7557899356,25.81635666,89.5,65.62546267,69.5,23.91979309,-0.5436080293,2.418952649
run_000154,3.4,1.1,0.005,0.02,100,30,60,1,15,50,28400.18137,284.0018137,342.7804718,123.3756946,4.63139677,425.5285339,83.5,61.20200098,63.5,23.90630997,-0.2800673086,2.112342796
run_000155,3.4,1.1,0.005,0.02,100,30,65,1,15,50,14478.53047,144.7853047,164.7526016,70.88497375,1.70011735,231.9169159,97.5,63.27908061,65.5,23.4673821,-0.3690298332,2.19733807
run_000156,3.4,1.1,0.005,0.02,100,30,70,1,15,50,8578.147689,85.78147689,91.93241119,44.30714527,1.480832338,147.9439697,86.5,64.24965081,67.5,23.49050775,-0.4361056659,2.279733567
run_000157,3.4,1.1,0.005,0.02,100,30,75,1,15,50,5372.184502,53.72184502,56.46917343,28.82358723,1.568124771,105.4973297,96.5,64.82686921,67.5,23.35069707,-0.446978772,2.281244215
run_000158,3.4,1.1,0.005,0.02,100,30,80,1,15,50,3778.788059,37.78788059,37.8630619,20.95888161,1.673943281,76.94213104,96.5,65.33257721,68.5,23.55762309,-0.499310523,2.358508688
run_000159,3.4,1.1,0.005,0.02,100,30,85,1,15,50,2689.3594,26.893594,30.17729187,15.55276759,0.5453545451,57.42965698,99.5,65.98705719,68.5,23.04091445,-0.5073755157,2.416062723
run_000160,3.4,1.1,0.005,0.02,100,30,90,1,15,50,2004.984156,20.04984156,21.12544441,11.52540009,0,39.90803909,83.5,65.39494845,68.5,23.17330494,-0.5368825773,2.435897724
run_000161,3.4,1.1,0.005,0.02,100,30,95,1,15,50,1489.204536,14.89204536,15.38203955,9.034704321,0.7778944373,32.69539261,94.5,66.02298463,69.5,23.18733391,-0.5646445169,2.496402738
run_000162,3.4,1.1,0.005,0.02,100,30,100,1,15,50,1209.916058,12.09916058,12.33362913,7.620162326,0.6253458858,30.96640778,85.5,66.49046395,70.5,23.13018174,-0.5700070151,2.480072797
run_000163,3.4,1.1,0.001,0.03,100,30,60,1,15,50,51655.42638,516.5542638,617.8001099,237.342741,10.82817268,772.7156372,90.5,62.29310197,64.5,23.72744082,-0.3291743629,2.166219082
run_000164,3.4,1.1,0.001,0.03,100,30,65,1,15,50,27049.86711,270.4986711,306.0790253,140.2739697,6.755516052,461.6317139,97.5,64.42819863,67.5,23.31312426,-0.4272471177,2.268908128
run_000165,3.4,1.1,0.001,0.03,100,30,70,1,15,50,16552.33377,165.5233377,178.9735489,91.59817445,5.802368164,306.8792725,99.5,65.63836824,68.5,23.33843772,-0.4965083322,2.351125559
run_000166,3.4,1.1,0.001,0.03,100,30,75,1,15,50,10960.73773,109.6073773,117.7572708,63.7786018,1.930766106,215.3161316,92.5,66.40301406,69.5,23.08281518,-0.5465997793,2.442750837
run_000167,3.4,1.1,0.001,0.03,100,30,80,1,15,50,7693.224746,76.93224746,79.83940506,45.67882153,0.9689107537,154.7444763,89.5,66.66032942,70.5,22.95856642,-0.5477465335,2.438719581
run_000168,3.4,1.1,0.001,0.03,100,30,85,1,15,50,5677.60695,56.7760695,57.7537632,34.87620017,1.916071892,111.9663925,97.5,67.25949905,71.5,22.86518355,-0.6113964012,2.543315877
run_000169,3.4,1.1,0.001,0.03,100,30,90,1,15,50,4332.028536,43.32028536,41.49980545,27.0490834,0.9582604766,95.13557434,91.5,67.53255397,71.5,23.06965307,-0.611142246,2.544873772
run_000170,3.4,1.1,0.001,0.03,100,30,95,1,15,50,3266.531243,32.66531243,30.56702232,20.47861923,0,75.61054993,84.5,67.49423969,72.5,23.39548623,-0.6678894344,2.600166886
run_000171,3.4,1.1,0.001,0.03,100,30,100,1,15,50,2688.321,26.88321,26.64202976,16.93352195,0,72.7417984,83.5,67.20099558,71.5,23.29054158,-0.6458294781,2.608425879
run_000172,3.4,1.1,0.0015,0.03,100,30,60,1,15,50,50092.73858,500.9273858,611.0943298,224.6953637,10.77857018,771.8043823,69.5,61.77541515,63.5,23.75175913,-0.3045991533,2.13941166
run_000173,3.4,1.1,0.0015,0.03,100,30,65,1,15,50,26291.07016,262.9107016,298.5409698,132.6973904,7.720579147,435.2033691,92.5,63.99361339,66.5,23.49510915,-0.4141703434,2.251831367
run_000174,3.4,1.1,0.0015,0.03,100,30,70,1,15,50,15822.74592,158.2274592,168.5183487,86.96121508,0.9499356747,280.4152832,83.5,65.48234789,68.5,23.19951442,-0.4796671081,2.328716425
run_000175,3.4,1.1,0.0015,0.03,100,30,75,1,15,50,10401.77733,104.0177733,114.5457344,59.63508937,3.83488822,188.0536194,96.5,66.08600563,69.5,22.95660073,-0.5302729608,2.423784444
run_000176,3.4,1.1,0.0015,0.03,100,30,80,1,15,50,7328.118969,73.28118969,76.60027313,42.91128415,3.774533272,151.7782593,87.5,66.4328124,69.5,23.18171439,-0.5924725331,2.550388809
run_000177,3.4,1.1,0.0015,0.03,100,30,85,1,15,50,5353.089955,53.53089955,50.64370537,32.93938708,0.943362236,112.048996,84.5,67.27798258,71.5,22.85423239,-0.5883052218,2.475217316
run_000178,3.4,1.1,0.0015,0.03,100,30,90,1,15,50,4065.990522,40.65990522,42.94297028,23.90151131,0.8977466226,90.04247284,98.5,66.37226271,69.5,23.30901299,-0.5560035208,2.462275942
run_000179,3.4,1.1,0.0015,0.03,100,30,95,1,15,50,3146.805409,31.46805409,31.52951241,19.67311888,1.667190313,67.77349854,90.5,67.37718438,71.5,22.92538272,-0.6367650961,2.641140411
run_000180,3.4,1.1,0.0015,0.03,100,30,100,1,15,50,2561.932843,25.61932843,24.8068018,16.08415739,0.9191032648,58.25880432,89.5,67.12976884,71.5,22.94533898,-0.6003054287,2.535674212
run_000181,3.4,1.1,0.002,0.03,100,30,60,1,15,50,48391.62162,483.9162162,570.8803101,214.9597812,6.668576241,707.5766602,78.5,61.71634229,63.5,23.86873836,-0.2953403444,2.121161549
run_000182,3.4,1.1,0.002,0.03,100,30,65,1,15,50,25325.73312,253.2573312,299.4494629,127.5736777,5.648857594,422.8832397,82.5,63.89986448,66.5,23.4485379,-0.4103000836,2.257850658
run_000183,3.4,1.1,0.002,0.03,100,30,70,1,15,50,15325.59499,153.2559499,170.5001068,81.82181146,2.813455105,275.2238159,99.5,65.02367442,68.5,23.39713606,-0.4565043872,2.303142877
run_000184,3.4,1.1,0.002,0.03,100,30,75,1,15,50,10123.66661,101.2366661,110.7440758,57.26193473,2.694712639,203.1051788,89.5,65.88716426,69.5,23.19523219,-0.4963710062,2.340859613
run_000185,3.4,1.1,0.002,0.03,100,30,80,1,15,50,7009.200077,70.09200077,69.43101501,41.18163701,0.9273546338,143.147995,86.5,66.39761103,69.5,22.85347236,-0.5219735778,2.38759957
run_000186,3.4,1.1,0.002,0.03,100,30,85,1,15,50,5190.237162,51.90237162,52.49639511,29.67502565,0.8445956707,109.3365707,91.5,66.03652955,70.5,23.63262337,-0.5472612819,2.387338665
run_000187,3.4,1.1,0.002,0.03,100,30,90,1,15,50,3874.901021,38.74901021,38.78829765,22.75160403,0,81.74756622,87.5,66.18098716,69.5,23.37090052,-0.5797471153,2.488147454
run_000188,3.4,1.1,0.002,0.03,100,30,95,1,15,50,3020.196638,30.20196638,29.56311703,17.38887876,0.9089140296,63.4419632,95.5,65.84987518,69.5,23.68284802,-0.5421898163,2.398019993
run_000189,3.4,1.1,0.002,0.03,100,30,100,1,15,50,2459.276061,24.59276061,25.11164474,15.34563505,0,55.0470047,97.5,67.12226728,71.5,23.0247429,-0.5999947463,2.533370641
run_000190,3.4,1.1,0.0025,0.03,100,30,60,1,15,50,46450.80867,464.5080867,582.9211426,203.573699,11.55584717,677.640686,82.5,61.35729152,63.5,23.85333196,-0.2836351912,2.125058375
run_000191,3.4,1.1,0.0025,0.03,100,30,65,1,15,50,24367.78918,243.6778918,275.5659637,120.1030632,5.640374184,434.5261536,92.5,63.47568961,66.5,23.47390096,-0.3827055587,2.212071141
run_000192,3.4,1.1,0.0025,0.03,100,30,70,1,15,50,14891.82234,148.9182234,171.7787018,79.12707837,5.415565968,259.9770203,85.5,64.78393584,67.5,23.28567631,-0.4513987615,2.314548323
run_000193,3.4,1.1,0.0025,0.03,100,30,75,1,15,50,9827.82544,98.2782544,104.8547821,54.24753952,2.796495914,180.480484,95.5,65.51738334,68.5,23.21513191,-0.4785422167,2.330567551
run_000194,3.4,1.1,0.0025,0.03,100,30,80,1,15,50,6797.574918,67.97574918,73.57201004,40.28764784,1.797332764,141.7722321,99.5,66.64760966,70.5,23.01987611,-0.5523151564,2.457808119
run_000195,3.4,1.1,0.0025,0.03,100,30,85,1,15,50,4957.491139,49.57491139,52.37605476,28.72172363,1.794629574,96.33302307,95.5,66.16293479,69.5,23.23789479,-0.5413074216,2.416983564
run_000196,3.4,1.1,0.0025,0.03,100,30,90,1,15,50,3713.768343,37.13768343,37.40488052,22.21268868,0.6341338158,80.94081879,95.5,66.66551496,70.5,23.36511275,-0.5842722435,2.485316522
run_000197,3.4,1.1,0.0025,0.03,100,30,95,1,15,50,2903.409641,29.03409641,30.04424381,17.69413965,0,64.74740601,93.5,66.60845112,70.5,23.27636961,-0.5743962434,2.475699942
run_000198,3.4,1.1,0.0025,0.03,100,30,100,1,15,50,2272.466365,22.72466365,22.79434967,14.52764695,0.8691891432,62.21321106,91.5,67.36586259,71.5,23.32634086,-0.6133537753,2.519303317
run_000199,3.4,1.1,0.003,0.03,100,30,60,1,15,50,45263.2791,452.632791,559.3376465,196.1345322,4.740611553,649.6297607,89.5,61.07892744,62.5,23.83501763,-0.2713787255,2.111868695
run_000200,3.4,1.1,0.003,0.03,100,30,65,1,15,50,23784.5226,237.845226,283.4046173,116.5992748,5.319087982,369.3824768,81.5,63.36098151,65.5,23.42832796,-0.36849837,2.219015602
run_000201,3.4,1.1,0.003,0.03,100,30,70,1,15,50,14241.93074,142.4193074,161.6791534,76.30767397,6.387052536,255.1418915,86.5,64.84921253,67.5,23.1948585,-0.4618979986,2.339218057
run_000202,3.4,1.1,0.003,0.03,100,30,75,1,15,50,9365.932985,93.65932985,100.232933,51.35335674,0.8981375098,174.0196228,93.5,65.31961366,68.5,23.19086403,-0.4811376185,2.33834401
run_000203,3.4,1.1,0.003,0.03,100,30,80,1,15,50,6605.388394,66.05388394,66.60925293,38.10732992,0.900445044,131.6989441,97.5,66.29358242,69.5,23.28044542,-0.5204984184,2.362628516
run_000204,3.4,1.1,0.003,0.03,100,30,85,1,15,50,4763.815672,47.63815672,51.56354713,27.35954206,2.407994509,95.72012329,95.5,66.06575649,69.5,23.48677957,-0.5469344097,2.441000792
run_000205,3.4,1.1,0.003,0.03,100,30,90,1,15,50,3550.896008,35.50896008,37.73303223,21.30537575,0.8789288402,75.73018646,88.5,66.65966376,70.5,23.05466222,-0.5820461501,2.49366803
run_000206,3.4,1.1,0.003,0.03,100,30,95,1,15,50,2783.777945,27.83777945,30.49097347,16.70368631,0,58.43608475,91.5,66.45549877,70.5,23.14573058,-0.5704687914,2.503135065
run_000207,3.4,1.1,0.003,0.03,100,30,100,1,15,50,2288.064637,22.88064637,20.99550819,14.34263961,0,47.94868469,99.5,67.32805873,71.5,23.2220502,-0.6465063722,2.600299958
run_000208,3.4,1.1,0.0035,0.03,100,30,60,1,15,50,43791.45862,437.9145862,541.8744507,187.4626827,5.726459503,644.532959,71.5,60.95204867,62.5,23.94363001,-0.2716136916,2.114258853
run_000209,3.4,1.1,0.0035,0.03,100,30,65,1,15,50,22887.80941,228.8780941,266.2543335,110.9964881,7.495166779,366.1620483,82.5,63.15396818,65.5,23.53371456,-0.3809954804,2.229689764
run_000210,3.4,1.1,0.0035,0.03,100,30,70,1,15,50,13957.4559,139.574559,162.3560333,72.88065857,4.60321331,238.7443542,98.5,64.41865733,67.5,23.26378388,-0.4456172931,2.315419863
run_000211,3.4,1.1,0.0035,0.03,100,30,75,1,15,50,9048.743327,90.48743327,100.1194344,48.29873589,1.615128875,166.3813171,86.5,64.93872269,67.5,23.41973912,-0.455839658,2.30042928
run_000212,3.4,1.1,0.0035,0.03,100,30,80,1,15,50,6336.769061,63.36769061,65.00889969,36.4982365,0.8914718032,128.9143982,97.5,66.19526854,69.5,23.11656307,-0.5059483758,2.352968273
run_000213,3.4,1.1,0.0035,0.03,100,30,85,1,15,50,4637.319338,46.37319338,46.31705475,27.20448163,2.405264854,96.65985107,75.5,66.40934107,70.5,23.36914441,-0.5624221531,2.433073795
run_000214,3.4,1.1,0.0035,0.03,100,30,90,1,15,50,3427.654958,34.27654958,34.84509468,19.87866094,0.8224490881,67.88137054,82.5,65.94328756,68.5,23.16695101,-0.5314105045,2.421552168
run_000215,3.4,1.1,0.0035,0.03,100,30,95,1,15,50,2640.796243,26.40796243,26.00800323,15.87042924,0,58.65704346,97.5,66.6715657,70.5,23.47156741,-0.5515938401,2.379780026
run_000216,3.4,1.1,0.0035,0.03,100,30,100,1,15,50,2142.167062,21.42167062,21.70116425,12.91755489,2.263268232,47.91040421,89.5,66.60558278,70.5,23.42543539,-0.6335264849,2.570055628
run_000217,3.4,1.1,0.004,0.03,100,30,60,1,15,50,42737.92519,427.3792519,513.490387,179.69891,6.481989384,620.0457153,70.5,60.43174574,62.5,23.91231663,-0.248495658,2.095174945
run_000218,3.4,1.1,0.004,0.03,100,30,65,1,15,50,22372.76371,223.7276371,264.0014496,107.5730135,3.650824785,351.9778442,85.5,62.89915136,65.5,23.43645414,-0.3518464046,2.203864985
run_000219,3.4,1.1,0.004,0.03,100,30,70,1,15,50,13378.85899,133.7885899,151.02314,68.83906989,3.652095079,229.4845581,89.5,64.24389613,67.5,23.38533965,-0.429770263,2.273936449
run_000220,3.4,1.1,0.004,0.03,100,30,75,1,15,50,8638.146651,86.38146651,89.43877411,47.87100349,4.160219669,164.1032715,94.5,65.50464305,69.5,23.39471285,-0.509627576,2.371511394
run_000221,3.4,1.1,0.004,0.03,100,30,80,1,15,50,5937.540783,59.37540783,62.47663498,32.04250474,2.384438992,111.8101959,93.5,64.97364875,68.5,23.57806264,-0.4831127289,2.32033199
run_000222,3.4,1.1,0.004,0.03,100,30,85,1,15,50,4357.764398,43.57764398,46.8269062,23.8479895,1.654552221,80.87648773,89.5,65.1722081,68.5,23.37452904,-0.4792372279,2.33451772
run_000223,3.4,1.1,0.004,0.03,100,30,90,1,15,50,3299.047193,32.99047193,36.75292397,18.93221932,0.7113050222,63.44166946,84.5,65.94893973,69.5,23.24140008,-0.5430421539,2.426776548
run_000224,3.4,1.1,0.004,0.03,100,30,95,1,15,50,2565.318691,25.65318691,24.83520985,15.51687452,0.6170828342,63.69339371,94.5,66.57465881,70.5,23.48814019,-0.6039586817,2.517577421
run_000225,3.4,1.1,0.004,0.03,100,30,100,1,15,50,1955.355918,19.55355918,18.94562817,11.84315325,0.8012444377,43.82265472,90.5,66.60814674,71.5,23.50959852,-0.6109094289,2.52394441
run_000226,3.4,1.1,0.0045,0.03,100,30,60,1,15,50,41401.47894,414.0147894,497.2057037,172.4243832,13.05853462,591.9542847,60.5,60.16512109,61.5,23.9146599,-0.2342075959,2.101289502
run_000227,3.4,1.1,0.0045,0.03,100,30,65,1,15,50,21300.27004,213.0027004,258.7504883,99.34916657,7.163748741,328.4816895,90.5,62.50018583,64.5,23.73481928,-0.3496298215,2.196649917
run_000228,3.4,1.1,0.0045,0.03,100,30,70,1,15,50,12929.4425,129.294425,149.2317429,65.2199373,4.300094604,216.9259033,75.5,63.89798143,66.5,23.51750052,-0.4154131282,2.280030415
run_000229,3.4,1.1,0.0045,0.03,100,30,75,1,15,50,8391.136757,83.91136757,94.20321274,44.49568165,3.453421831,151.5390472,87.5,64.76843379,68.5,23.46287143,-0.4715019038,2.324767881
run_000230,3.4,1.1,0.0045,0.03,100,30,80,1,15,50,5806.899379,58.06899379,65.24984741,31.83609636,3.256400585,108.4464111,90.5,65.32056867,68.5,23.41429693,-0.5033739486,2.405781373
run_000231,3.4,1.1,0.0045,0.03,100,30,85,1,15,50,4272.908387,42.72908387,47.79265404,23.69560802,1.565354347,84.54699707,99.5,65.16784107,68.5,23.3477466,-0.4744426251,2.356472141
run_000232,3.4,1.1,0.0045,0.03,100,30,90,1,15,50,3164.59992,31.6459992,34.46699142,17.97196322,0.7910196781,61.63117599,94.5,65.70482846,68.5,23.19316717,-0.5070879218,2.441829106
run_000233,3.4,1.1,0.0045,0.03,100,30,95,1,15,50,2435.967699,24.35967699,26.03047562,13.88884736,0.7168179154,49.0724144,89.5,65.81595163,69.5,23.60075805,-0.521332932,2.377254173
run_000234,3.4,1.1,0.0045,0.03,100,30,100,1,15,50,1877.875695,18.77875695,17.98692894,11.17009944,0.7165611386,41.0259552,76.5,66.00051571,69.5,23.37759737,-0.5466394702,2.41257727
run_000235,3.4,1.1,0.005,0.03,100,30,60,1,15,50,39733.007,397.33007,476.8210754,163.6462212,10.11987686,560.7589111,77.5,60.01372962,61.5,23.95889748,-0.2239596854,2.082812076
run_000236,3.4,1.1,0.005,0.03,100,30,65,1,15,50,20619.12608,206.1912608,248.0534286,95.23228055,3.179590225,312.375824,84.5,62.17999906,64.5,23.60284501,-0.3192043501,2.16494679
run_000237,3.4,1.1,0.005,0.03,100,30,70,1,15,50,12260.38676,122.6038676,143.510704,61.41465205,1.58573401,202.5783844,92.5,63.6913676,66.5,23.45729757,-0.4130213358,2.265851563
run_000238,3.4,1.1,0.005,0.03,100,30,75,1,15,50,8083.591042,80.83591042,92.47533035,41.71946274,3.340603352,138.1658325,74.5,64.25815662,67.5,23.5142588,-0.4735474155,2.368042637
run_000239,3.4,1.1,0.005,0.03,100,30,80,1,15,50,5558.785155,55.58785155,62.90992546,29.88328905,2.418660641,101.7806091,92.5,64.85865341,68.5,23.52073285,-0.4716462807,2.324912856
run_000240,3.4,1.1,0.005,0.03,100,30,85,1,15,50,3989.588866,39.89588866,41.85797119,22.54422677,1.488896489,75.94062805,82.5,65.702088,69.5,23.33150039,-0.5398806048,2.418570925
run_000241,3.4,1.1,0.005,0.03,100,30,90,1,15,50,3015.570216,30.15570216,32.93437576,16.78649154,0.8056565523,58.61336136,93.5,65.49508139,69.5,23.72013759,-0.5434936627,2.409111867
run_000242,3.4,1.1,0.005,0.03,100,30,95,1,15,50,2310.839564,23.10839564,24.14505768,13.41447565,0.7702231407,50.62583542,93.5,65.92063426,69.5,23.49282057,-0.5590274824,2.442422273
run_000243,3.4,1.1,0.005,0.03,100,30,100,1,15,50,1778.210123,17.78210123,18.43131638,10.80437126,0,37.22126007,95.5,66.47034746,70.5,23.11458097,-0.6125267498,2.583520594
run_000244,3.4,1.1,0.001,0.04,100,30,60,1,15,50,64201.30597,642.0130597,769.5448608,280.8043146,13.6629591,921.8399658,63.5,61.18913326,62.5,23.74810899,-0.277039849,2.12240351
run_000245,3.4,1.1,0.001,0.04,100,30,65,1,15,50,34411.62331,344.1162331,406.6994781,169.152373,6.804012299,545.0246582,93.5,63.50835878,65.5,23.4793804,-0.3717637977,2.202648809
run_000246,3.4,1.1,0.001,0.04,100,30,70,1,15,50,21413.49922,214.1349922,246.8410721,115.0132749,4.771018982,376.9685974,97.5,65.0168176,68.5,23.22925555,-0.4676481028,2.353130202
run_000247,3.4,1.1,0.001,0.04,100,30,75,1,15,50,14073.50821,140.7350821,154.2526016,79.53108898,2.875230312,276.1447144,94.5,65.97395973,69.5,23.11333477,-0.524399015,2.41400439
run_000248,3.4,1.1,0.001,0.04,100,30,80,1,15,50,10167.52437,101.6752437,112.8037262,58.1230733,3.80589366,200.1733856,92.5,66.02373415,69.5,23.07013269,-0.530142935,2.420571022
run_000249,3.4,1.1,0.001,0.04,100,30,85,1,15,50,7448.256709,74.48256709,75.96455765,43.61428999,0.954718709,151.2090912,91.5,66.48479665,70.5,23.29058045,-0.566713051,2.448736268
run_000250,3.4,1.1,0.001,0.04,100,30,90,1,15,50,5794.120456,57.94120456,56.95004463,36.15315648,1.870787621,132.7378998,99.5,67.52825708,71.5,23.13600139,-0.6167520735,2.565763156
run_000251,3.4,1.1,0.001,0.04,100,30,95,1,15,50,4391.431426,43.91431426,44.74925613,26.73346641,1.881648064,93.51678467,97.5,66.89502043,71.5,23.29136602,-0.6401438672,2.601489126
run_000252,3.4,1.1,0.001,0.04,100,30,100,1,15,50,3583.29373,35.8329373,39.09413719,21.44143017,0.94674927,81.98226929,90.5,66.45817858,69.5,23.10896875,-0.57941984,2.521781115
run_000253,3.4,1.1,0.0015,0.04,100,30,60,1,15,50,62014.8886,620.148886,763.6961365,267.242486,9.519924164,890.9788208,69.5,60.80886913,62.5,23.74634599,-0.2582535385,2.118753823
run_000254,3.4,1.1,0.0015,0.04,100,30,65,1,15,50,33511.37233,335.1137233,394.5212402,164.2261248,6.727444172,543.9686279,78.5,63.36419079,65.5,23.43510998,-0.3680532016,2.204989674
run_000255,3.4,1.1,0.0015,0.04,100,30,70,1,15,50,20441.02297,204.4102297,217.7398529,109.425653,6.606944084,350.1955872,90.5,64.96392894,67.5,23.14813111,-0.4686904112,2.345537155
run_000256,3.4,1.1,0.0015,0.04,100,30,75,1,15,50,13859.48461,138.5948461,147.6093674,77.66125006,6.62384367,255.7544403,86.5,65.65343954,68.5,22.94461549,-0.515186077,2.440475792
run_000257,3.4,1.1,0.0015,0.04,100,30,80,1,15,50,9611.041625,96.11041625,102.3493958,55.90830697,0.9375613332,195.3711395,94.5,66.45753592,70.5,23.24307544,-0.5463348213,2.428147452
run_000258,3.4,1.1,0.0015,0.04,100,30,85,1,15,50,7103.352005,71.03352005,71.08247757,42.04618112,4.610113621,147.8241425,90.5,66.63349306,70.5,23.11668143,-0.5892443504,2.51514669
run_000259,3.4,1.1,0.0015,0.04,100,30,90,1,15,50,5435.482321,54.35482321,53.86301041,33.11268189,2.710860491,123.7162781,93.5,67.03847693,70.5,23.19781203,-0.6024595911,2.542227185
run_000260,3.4,1.1,0.0015,0.04,100,30,95,1,15,50,4200.457404,42.00457404,41.13928986,26.21681654,2.648310661,108.1049042,86.5,67.2246399,70.5,23.09209018,-0.6081463777,2.577495841
